X,Y,OBJECTID,RUN_DATE,SOURCE,Bureau,FACID,FACILITY_NAME,LICENSE_NUMBER,License_Effective,license_expiration,MEDICARE_ID,Telephone,FACILITY_TYPE_ID,TYPE,SUBTYPE,Category,Icon_Category,MEDICARE_TYPE,LICENSE_TYPE,LICENSE_SUBTYPE,Capacity,ADDRESS,CITY,ZIP,COUNTY,OPERATION_STATUS,X_Is_Public,Hospital_Group_License,KeyID,ADHSCODE,N_AddressType,N_LocatorType,N_ADDRESS,N_ADDR2,N_CITY,N_COUNTY,N_FULLADDR,N_LAT,N_LON,N_STATE,N_ZIP,N_ZIP4,N_BLOCK,RESERVATIO,RESERV_ID,R_METHOD,oPCA,oPCA_ID,P_Method,P_Reliable
-111.822669967592,33.4235391267573,1717,2023/02/08 00:00:00+00,iqies,MED,MED5070,"AVANZAR HOME HEALTH CARE, LLC",HHA5611,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,037425,(480)359-9501,051,HOME HEALTH AGENCY,HHA,MED,HOME HEALTH AGENCY,HOME HEALTH AGENCY (HHA),HHA,,,"455 NORTH MESA DRIVE, SUITE 9",MESA,85201,MARICOPA,ACTIVE,Yes,,MED5070,A,AS0,CENTRUS-TOMTOM,455 N MESA DR STE 9,,MESA,MARICOPA COUNTY,"455 N MESA DR STE 9 , MESA, AZ  85201-5936",33.423534,-111.822659,AZ,85201,5936,40134209022014,,,,MESA CENTRAL,67,Coordinates,
-114.622208446681,32.684100885129,1718,2023/02/08 00:00:00+00,iqies,MED,MED5089,"ARIZONA BEST HOSPICE, LLC",HSPC5642,2022/02/01 00:00:00+00,2023/01/31 00:00:00+00,031627,(928)783-0705,161,HOSPICE,HOSPICE,MED,HOSPICE,HOSPICE,HOSPICE,,,"250 WEST 24TH STREET, SUITE P",YUMA,85364,YUMA,ACTIVE,Yes,,MED5089,A,AS0,CENTRUS-TOMTOM,250 W 24TH ST STE P,,YUMA,YUMA COUNTY,"250 W 24TH ST STE P , YUMA, AZ  85364-8506",32.684096,-114.622197,AZ,85364,8506,40270007003031,,,,YUMA,87,Coordinates,
-110.856626693521,32.2380220072252,1719,2023/02/08 00:00:00+00,iqies,MED,MED5203,DESERT HARMONY HOSPICE OF TUCSON,HSPC5714,2022/04/01 00:00:00+00,2023/03/31 00:00:00+00,031642,(520)284-9334,161,HOSPICE,HOSPICE,MED,HOSPICE,HOSPICE,HOSPICE,,,"1200 NORTH EL DORADO PLACE, SU",TUCSON,85715,PIMA,ACTIVE,Yes,,MED5203,A,AS0,CENTRUS-TOMTOM,1200 N EL DORADO PL # SU,,TUCSON,PIMA COUNTY,"1200 N EL DORADO PL # SU , TUCSON, AZ  85715-4637",32.238017,-110.856616,AZ,85715,4637,40190040672004,,,,TUCSON FOOTHILLS,108,Coordinates,
-112.0658690335,33.6671331472646,1720,2023/02/08 00:00:00+00,iqies,MED,MED5233,"SURGCENTER OF DEER VALLEY, LLC",OSC5828,2022/09/01 00:00:00+00,2023/08/31 00:00:00+00,03C0001352,(602)904-7039,15,AMBULATORY SURGICAL CENTER,OUTPATIENT SURGERY CENTER,MED,OUTPATIENT (AMBULATORY) SURGICAL CENTER,AMBULATORY SURGICAL CENTER,OUTPATIENT SURGERY CENTER,,,"19820 NORTH 7TH STREET, SUITE ",PHOENIX,85024,MARICOPA,ACTIVE,Yes,,MED5233,A,AS0,CENTRUS-TOMTOM,19820 N 7TH ST,,PHOENIX,MARICOPA COUNTY,"19820 N 7TH ST , PHOENIX, AZ  85024-1689",33.667128,-112.065858,AZ,85024,1689,40136167001001,,,,DEER VALLEY VILLAGE,31,Coordinates,
-110.977745724268,32.3375850158802,1721,2023/02/08 00:00:00+00,iqies,MED,MED5249,Emblem Hospice Tucson,HSPC11452,2023/02/01 00:00:00+00,2024/01/31 00:00:00+00,031624,(520)297-1460,161,HOSPICE,HOSPICE,MED,HOSPICE,HOSPICE,HOSPICE,,,"7225 NORTH ORACLE ROAD, SUITE ",TUCSON,85704,PIMA,ACTIVE,Yes,,MED5249,A,AS0,CENTRUS-TOMTOM,7225 N ORACLE RD,,TUCSON,PIMA COUNTY,"7225 N ORACLE RD , TUCSON, AZ  85704-6322",32.33758,-110.977735,AZ,85704,6322,40190046141007,,,,CASAS ADOBES,105,Coordinates,
-112.481402184775,34.5553192430699,1722,2023/02/08 00:00:00+00,iqies,MED,MED5292,"MAGGIE'S HOSPICE, LLC",HSPC11166,2022/09/01 00:00:00+00,2023/08/31 00:00:00+00,031625,(928)775-2290,161,HOSPICE,HOSPICE,MED,HOSPICE,HOSPICE,HOSPICE,,,801 MILLER VALLEY ROAD,PRESCOTT,86301,YAVAPAI,ACTIVE,Yes,,MED5292,A,AS0,CENTRUS-TOMTOM,801 MILLER VALLEY RD,,PRESCOTT,YAVAPAI COUNTY,"801 MILLER VALLEY RD , PRESCOTT, AZ  86301-1815",34.555314,-112.481391,AZ,86301,1815,40250009023008,,,,PRESCOTT,21,Coordinates,
-111.005594725533,32.2725060051632,1723,2023/02/08 00:00:00+00,iqies,MED,MED5335,OSHYN HOSPICE AND PALLIATIVE CARE,HSPC5786,2022/08/01 00:00:00+00,2023/07/31 00:00:00+00,031626,(520)795-3535,161,HOSPICE,HOSPICE,MED,HOSPICE,HOSPICE,HOSPICE,,,"1870 WEST PRINCE ROAD, SUITE 3",TUCSON,85705,PIMA,ACTIVE,Yes,,MED5335,A,AS0,CENTRUS-TOMTOM,1870 W PRINCE RD STE 3,,TUCSON,PIMA COUNTY,"1870 W PRINCE RD STE 3 , TUCSON, AZ  85705-2962",32.272501,-111.005584,AZ,85705,2962,40190045141003,,,,TUCSON CENTRAL,107,Coordinates,
-112.348161160931,34.5804452539009,1724,2023/02/08 00:00:00+00,iqies,MED,MED5348,THE PINES HOME HEALTH,HHA9983,2023/02/01 00:00:00+00,2023/12/31 00:00:00+00,037455,(602)560-0402,051,HOME HEALTH AGENCY,HHA,MED,HOME HEALTH AGENCY,HOME HEALTH AGENCY (HHA),HHA,,,6719 E 2ND ST. SUITE A-2,PRESCOTT VALLEY,86314,YAVAPAI,ACTIVE,Yes,,MED5348,A,AS0,CENTRUS-TOMTOM,6719 E 2ND ST STE A-2,,PRESCOTT VALLEY,YAVAPAI COUNTY,"6719 E 2ND ST STE A-2 , PRESCOTT VALLEY, AZ  86314-2661",34.58044,-112.34815,AZ,86314,2661,40250005024013,,,,PRESCOTT,21,Coordinates,
-112.256689069643,33.6527771352033,1725,2023/02/08 00:00:00+00,iqies,MED,MED5360,SONORAN VEIN AND ENDOVASCULAR,,,,03C0001365,(602)374-4101,15,AMBULATORY SURGICAL CENTER,AMBULATORY SURGICAL CENTER,MED,OUTPATIENT (AMBULATORY) SURGICAL CENTER,AMBULATORY SURGICAL CENTER,FEDERAL ONLY,,,9192 WEST UNION HILLS DRIVE,PEORIA,85382,MARICOPA,ACTIVE,Yes,,MED5360,A,AS0,CENTRUS-TOMTOM,9192 W UNION HILLS DR,,PEORIA,MARICOPA COUNTY,"9192 W UNION HILLS DR , PEORIA, AZ  85382-8208",33.652772,-112.256678,AZ,85382,8208,40136155001000,,,,PEORIA NORTH,48,Coordinates,
-111.755303944663,33.2917301120774,1726,2023/02/08 00:00:00+00,iqies,MED,MED5364,SURGCENTER GILBERT,OSC6078,2022/12/01 00:00:00+00,2023/11/30 00:00:00+00,03C0001355,(480)725-9777,15,AMBULATORY SURGICAL CENTER,OUTPATIENT SURGERY CENTER,MED,OUTPATIENT (AMBULATORY) SURGICAL CENTER,AMBULATORY SURGICAL CENTER,OUTPATIENT SURGERY CENTER,,,"3345 SOUTH VAL VISTA DRIVE, SU",GILBERT,85297,MARICOPA,ACTIVE,Yes,,MED5364,A,AS0,CENTRUS-TOMTOM,3345 S VAL VISTA DR # SU,,GILBERT,MARICOPA COUNTY,"3345 S VAL VISTA DR # SU , GILBERT, AZ  85297-7330",33.291725,-111.755293,AZ,85297,7330,40138154022022,,,,GILBERT SOUTH,76,Coordinates,
-112.220038061566,33.6403901354713,1727,2023/02/08 00:00:00+00,iqies,MED,MED5467,"HOSPICE PROMISE, LLC",HSPC6197,2022/12/01 00:00:00+00,2023/11/30 00:00:00+00,031630,(623)209-7003,161,HOSPICE,HOSPICE,MED,HOSPICE,HOSPICE,HOSPICE,,,17235 N 75TH AVE STE E175,GLENDALE,85308,MARICOPA,ACTIVE,Yes,,MED5467,A,AS0,CENTRUS-TOMTOM,17235 N 75TH AVE STE E175,,GLENDALE,MARICOPA COUNTY,"17235 N 75TH AVE STE E175 , GLENDALE, AZ  85308-0870",33.640385,-112.220027,AZ,85308,870,40136178002007,,,,GLENDALE NORTH,56,Coordinates,
-112.203646057229,33.6252961342967,1728,2023/02/08 00:00:00+00,iqies,MED,MED5469,BILLET HOME HEALTH INC- PEORIA,HHA8569,2022/10/01 00:00:00+00,2023/09/30 00:00:00+00,037437,(833)224-5538,051,HOME HEALTH AGENCY,HHA,MED,HOME HEALTH AGENCY,HOME HEALTH AGENCY (HHA),HHA,,,"6718 WEST GREENWAY ROAD, SUITE",PEORIA,85381,MARICOPA,ACTIVE,Yes,,MED5469,A,AS0,CENTRUS-TOMTOM,6718 W GREENWAY RD,,PEORIA,MARICOPA COUNTY,"6718 W GREENWAY RD , PEORIA, AZ  85381-4583",33.625291,-112.203635,AZ,85381,4583,40130715112026,,,,GLENDALE NORTH,56,Coordinates,
-111.737667946555,33.3649051230918,1729,2023/02/08 00:00:00+00,iqies,MED,MED5475,MOUNTAIN VIEW SURGERY CENTER OF GILBERT,OSC6367,2022/07/01 00:00:00+00,2023/06/30 00:00:00+00,03C0001357,(480)398-8456,15,AMBULATORY SURGICAL CENTER,OUTPATIENT SURGERY CENTER,MED,OUTPATIENT (AMBULATORY) SURGICAL CENTER,AMBULATORY SURGICAL CENTER,OUTPATIENT SURGERY CENTER,,,"2450 EAST GUADALUPE ROAD, SUIT",GILBERT,85234,MARICOPA,ACTIVE,Yes,,MED5475,A,AS0,CENTRUS-TOMTOM,2450 E GUADALUPE RD,,GILBERT,MARICOPA COUNTY,"2450 E GUADALUPE RD , GILBERT, AZ  85234-5116",33.3649,-111.737657,AZ,85234,5116,40134226201016,,,,GILBERT NORTH,74,Coordinates,
-112.22881806418,33.6523131366184,1730,2023/02/08 00:00:00+00,iqies,MED,MED5477,MOUNTAIN VIEW SURGERY CENTER OF GLENDALE,OSC6638,2022/07/01 00:00:00+00,2023/06/30 00:00:00+00,03C0001356,(602)509-4058,15,AMBULATORY SURGICAL CENTER,OUTPATIENT SURGERY CENTER,MED,OUTPATIENT (AMBULATORY) SURGICAL CENTER,AMBULATORY SURGICAL CENTER,OUTPATIENT SURGERY CENTER,,,"18555 NORTH 79TH AVENUE, BUILD",GLENDALE,85308,MARICOPA,ACTIVE,Yes,,MED5477,A,AS0,CENTRUS-TOMTOM,18555 N 79TH AVE,,GLENDALE,MARICOPA COUNTY,"18555 N 79TH AVE , GLENDALE, AZ  85308-8370",33.652308,-112.228807,AZ,85308,8370,40136177001003,,,,GLENDALE NORTH,56,Coordinates,
-111.798269076722,34.8634533226086,1731,2023/02/08 00:00:00+00,iqies,MED,MED5554,"ACCORD HOSPICE OF SEDONA VALLEY, LLC",HSPC7726,2022/06/01 00:00:00+00,2023/05/31 00:00:00+00,031676,(928)278-4134,161,HOSPICE,HOSPICE,MED,HOSPICE,HOSPICE,HOSPICE,,,"2155 WEST STATE ROUTE 89A, SUI",SEDONA,86336,COCONINO,ACTIVE,Yes,,MED5554,A,AS0,CENTRUS-TOMTOM,2155 W STATE ROUTE 89A # SUI,,SEDONA,YAVAPAI COUNTY,"2155 W STATE ROUTE 89A # SUI , SEDONA, AZ  86336-5468",34.863448,-111.798258,AZ,86336,5468,40250018013007,,,,COTTONWOOD\SEDONA,12,Coordinates,
-110.994774697659,31.8731059477261,1732,2023/02/08 00:00:00+00,iqies,MED,MED5564,SANTA RITA HOME HEALTH,HHA6280,2023/02/01 00:00:00+00,2024/01/31 00:00:00+00,037446,(520)230-4532,051,HOME HEALTH AGENCY,HHA,MED,HOME HEALTH AGENCY,HOME HEALTH AGENCY (HHA),HHA,,,"170 NORTH LA CANADA DRIVE, SUI",GREEN VALLEY,85614,PIMA,ACTIVE,Yes,,MED5564,A,AS0,CENTRUS-TOMTOM,170 N LA CANADA DR # SUI,,GREEN VALLEY,PIMA COUNTY,"170 N LA CANADA DR # SUI , GREEN VALLEY, AZ  85614-3141",31.873101,-110.994764,AZ,85614,3141,40190043173001,,,,GREEN VALLEY,118,Coordinates,
-112.304667077928,33.6389141307882,1733,2023/02/08 00:00:00+00,iqies,MED,MED5590,"ARIZONA'S CHOICE HOME HEALTH AGENCY, LLC",HHA8631,2022/08/01 00:00:00+00,2023/07/31 00:00:00+00,037441,(623)444-6765,051,HOME HEALTH AGENCY,HHA,MED,HOME HEALTH AGENCY,HOME HEALTH AGENCY (HHA),HHA,,,"11340 WEST BELL ROAD, SUITE 11",SURPRISE,85378,MARICOPA,ACTIVE,Yes,,MED5590,A,AS0,CENTRUS-TOMTOM,11340 W BELL RD STE 11,,SURPRISE,MARICOPA COUNTY,"11340 W BELL RD STE 11 , SURPRISE, AZ  85378-9342",33.638909,-112.304656,AZ,85378,9342,40136174003016,,,,SUN CITY,59,Coordinates,
-110.998070696969,31.8517279444581,1734,2023/02/08 00:00:00+00,iqies,MED,MED5624,HOSPICE FAMILY CARE,HSPC6479,2022/04/01 00:00:00+00,2023/03/31 00:00:00+00,,(520)499-3072,163,HOSPICE,HOSPICE,MED,HOSPICE,STATE ONLY,HOSPICE,,,"275 WEST CONTINENTAL ROAD, SUI",GREEN VALLEY,85622,PIMA,ACTIVE,Yes,,MED5624,A,AS0,CENTRUS-TOMTOM,275 W CONTINENTAL RD # SUI,,GREEN VALLEY,PIMA COUNTY,"275 W CONTINENTAL RD # SUI , GREEN VALLEY, AZ  85622-3624",31.851723,-110.99806,AZ,85622,3624,40190043174021,,,,GREEN VALLEY,118,Coordinates,
-112.351525088385,33.656699130701,1735,2023/02/08 00:00:00+00,iqies,MED,MED5626,"HOSPICE FAMILY CARE, INC.",HSPC6444,2022/04/01 00:00:00+00,2023/03/31 00:00:00+00,,(704)662-0416,163,HOSPICE,HOSPICE,MED,HOSPICE,STATE ONLY,HOSPICE,,,"13540 WEST CAMINO DEL SOL, SUI",SUN CITY WEST,85375,MARICOPA,ACTIVE,Yes,,MED5626,A,AS0,CENTRUS-TOMTOM,13540 W CAMINO DEL SOL # SUI,,SUN CITY WEST,MARICOPA COUNTY,"13540 W CAMINO DEL SOL # SUI , SUN CITY WEST, AZ  85375-4434",33.656694,-112.351514,AZ,85375,4434,40130405074007,,,,SUN CITY WEST,55,Coordinates,
-111.32281793227,34.2510992668562,1736,2023/02/08 00:00:00+00,iqies,MED,MED5709,"HOSPICE OF PAYSON, LLC",HSPC6536,2022/05/01 00:00:00+00,2023/04/30 00:00:00+00,031633,(928)474-2415,161,HOSPICE,HOSPICE,MED,HOSPICE,HOSPICE,HOSPICE,,,"900 NORTH BEELINE HIGHWAY, SUI",PAYSON,85541,GILA,ACTIVE,Yes,,MED5709,A,AS0,CENTRUS-TOMTOM,900 N BEELINE HWY # SUI,,PAYSON,GILA COUNTY,"900 N BEELINE HWY # SUI , PAYSON, AZ  85541-3769",34.251094,-111.322807,AZ,85541,3769,40070003012001,,,,PAYSON,23,Coordinates,
-114.593271629745,35.0761831866121,1737,2023/02/08 00:00:00+00,iqies,MED,MED5712,"PREMIER HOME HEALTH AGENCY, LLC",HHA9304,2022/11/01 00:00:00+00,2023/10/31 00:00:00+00,037445,(928)377-1004,051,HOME HEALTH AGENCY,HHA,MED,HOME HEALTH AGENCY,HOME HEALTH AGENCY (HHA),HHA,,,3003 Highway 95 Ste 29,BULLHEAD,86442,MOHAVE,ACTIVE,Yes,,MED5712,A,AS0,CENTRUS-TOMTOM,3003 HIGHWAY 95 STE 29,,BULLHEAD CITY,MOHAVE COUNTY,"3003 HIGHWAY 95 STE 29 , BULLHEAD CITY, AZ  86442-7896",35.076178,-114.59326,AZ,86442,7896,40159519003002,,,,BULLHEAD CITY,5,Coordinates,
-110.908709705718,32.2652630087086,1738,2023/02/08 00:00:00+00,iqies,MED,MED5726,"SurgCenter Tucson, LLC",OSC6817,2022/08/01 00:00:00+00,2023/07/31 00:00:00+00,03C0001359,(520)396-4420,15,AMBULATORY SURGICAL CENTER,OUTPATIENT SURGERY CENTER,MED,OUTPATIENT (AMBULATORY) SURGICAL CENTER,AMBULATORY SURGICAL CENTER,OUTPATIENT SURGERY CENTER,,,3935 EAST FORT LOWELL ROAD,TUCSON,85712,PIMA,ACTIVE,Yes,,MED5726,A,AS0,CENTRUS-TOMTOM,3935 E FORT LOWELL RD,,TUCSON,PIMA COUNTY,"3935 E FORT LOWELL RD , TUCSON, AZ  85712-1009",32.265258,-110.908699,AZ,85712,1009,40190029051012,,,,TUCSON FOOTHILLS,108,Coordinates,
-114.596895634143,35.1185581915432,1739,2023/02/08 00:00:00+00,iqies,MED,MED5741,BILLET HOME HEALTH INC - BULLHEAD CITY,HHA8570,2022/09/01 00:00:00+00,2023/08/31 00:00:00+00,037452,(833)224-5538,051,HOME HEALTH AGENCY,HHA,MED,HOME HEALTH AGENCY,HOME HEALTH AGENCY (HHA),HHA,,,1954 AZ-95 SUITE 2A,BULLHEAD CITY,86426,MOHAVE,ACTIVE,Yes,,MED5741,A,AS0,CENTRUS-TOMTOM,1954 HIGHWAY 95 STE 2A,,BULLHEAD CITY,MOHAVE COUNTY,"1954 HIGHWAY 95 STE 2A , BULLHEAD CITY, AZ  86442-6751",35.118553,-114.596884,AZ,86442,6751,40159515012014,,,,BULLHEAD CITY,5,Coordinates,
-112.09968904049,33.6721401461506,1740,2023/02/08 00:00:00+00,iqies,MED,MED5808,"CENTER FOR CARDIOVASCULAR RESEARCH AND EDUCATION,",OTC7079,2022/03/01 00:00:00+00,2023/02/28 00:00:00+00,03C0001364,(602)714-8800,15,AMBULATORY SURGICAL CENTER,OUTPATIENT TREATMENT CENTER,MED,OUTPATIENT (AMBULATORY) SURGICAL CENTER,AMBULATORY SURGICAL CENTER,OUTPATIENT TREATMENT CENTER,,,"20565 NORTH 19TH AVENUE, SUITE",PHOENIX,85027,MARICOPA,ACTIVE,Yes,,MED5808,A,AS0,CENTRUS-TOMTOM,20565 N 19TH AVE,,PHOENIX,MARICOPA COUNTY,"20565 N 19TH AVE , PHOENIX, AZ  85027-3563",33.672135,-112.099678,AZ,85027,3563,40136148001005,,,,DEER VALLEY VILLAGE,31,Coordinates,
-112.108458035402,33.5821211334677,1741,2023/02/08 00:00:00+00,iqies,MED,MED5874,"GRAND CANYON HOME HEALTH CARE, INC.",HHA7049,2022/03/01 00:00:00+00,2023/02/28 00:00:00+00,037469,(602)441-2722,051,HOME HEALTH AGENCY,HHA,MED,HOME HEALTH AGENCY,HOME HEALTH AGENCY (HHA),HHA,,,"2320 W Peoria Ave, Suite C122B",PHOENIX,85029,MARICOPA,ACTIVE,Yes,,MED5874,A,AS0,CENTRUS-TOMTOM,2320 W PEORIA AVE STE C122B,,PHOENIX,MARICOPA COUNTY,"2320 W PEORIA AVE STE C122B , PHOENIX, AZ  85029-4742",33.582116,-112.108447,AZ,85029,4742,40131044012006,,,,NORTH MOUNTAIN VILLAGE,33,Coordinates,
-112.723162184635,33.9719861528163,1742,2023/02/08 00:00:00+00,iqies,MED,MED5887,"COMMUNITY FIRST HOME HEALTH CARE, LLC",HHA6950,2022/11/01 00:00:00+00,2023/10/31 00:00:00+00,037481,(928)684-4984,051,HOME HEALTH AGENCY,HHA,MED,HOME HEALTH AGENCY,HOME HEALTH AGENCY (HHA),HHA,,,"472 EAST WICKENBURG WAY, SUITE",WICKENBURG,85390,MARICOPA,ACTIVE,Yes,,MED5887,A,AS0,CENTRUS-TOMTOM,472 E WICKENBURG WAY,,WICKENBURG,MARICOPA COUNTY,"472 E WICKENBURG WAY , WICKENBURG, AZ  85390-1601",33.971981,-112.723151,AZ,85390,1601,40130405021012,,,,SURPRISE NORTH & WICKENBURG,46,Coordinates,
-111.92464000428,33.6464901519337,1743,2023/02/08 00:00:00+00,iqies,MED,MED5952,"SURGCENTER OF GREATER PHOENIX, LLC",OSC7026,2022/02/01 00:00:00+00,2023/01/31 00:00:00+00,03C0001363,(480)423-4705,15,AMBULATORY SURGICAL CENTER,OUTPATIENT SURGERY CENTER,MED,OUTPATIENT (AMBULATORY) SURGICAL CENTER,AMBULATORY SURGICAL CENTER,OUTPATIENT SURGERY CENTER,,,"7231 EAST PRINCESS BOULEVARD, ",SCOTTSDALE,85255,MARICOPA,ACTIVE,Yes,,MED5952,A,AS0,CENTRUS-TOMTOM,7231 E PRINCESS BLVD,,SCOTTSDALE,MARICOPA COUNTY,"7231 E PRINCESS BLVD , SCOTTSDALE, AZ  85255-9671",33.646485,-111.924629,AZ,85255,9671,40132168452013,,,,SCOTTSDALE NORTH,43,Coordinates,
-111.012510731429,32.3410090147164,1744,2023/02/08 00:00:00+00,iqies,MED,MED5980,NORTHWEST HEALTHCARE HOME HEALTH,HHA6957,2022/12/01 00:00:00+00,2023/11/30 00:00:00+00,037447,(520)441-9914,051,HOME HEALTH AGENCY,HHA,MED,HOME HEALTH AGENCY,HOME HEALTH AGENCY (HHA),HHA,,,7384 NORTH LA CHOLLA BOULEVARD,TUCSON,85741,PIMA,ACTIVE,Yes,,MED5980,A,AS0,CENTRUS-TOMTOM,7384 N LA CHOLLA BLVD,,TUCSON,PIMA COUNTY,"7384 N LA CHOLLA BLVD , TUCSON, AZ  85741-2305",32.341004,-111.0125,AZ,85741,2305,40190046142014,,,,CASAS ADOBES,105,Coordinates,
-112.12667103851,33.5761651316988,1745,2023/02/08 00:00:00+00,iqies,MED,MED5989,"STRONG HOLD HOME HEALTH, INC.",HHA7015,2023/02/01 00:00:00+00,2024/01/31 00:00:00+00,037468,(602)944-1790,051,HOME HEALTH AGENCY,HHA,MED,HOME HEALTH AGENCY,HOME HEALTH AGENCY (HHA),HHA,,,"10000 NORTH 31ST AVENUE, SUITE",PHOENIX,85051,MARICOPA,ACTIVE,Yes,,MED5989,A,AS0,CENTRUS-TOMTOM,10000 N 31ST AVE,,PHOENIX,MARICOPA COUNTY,"10000 N 31ST AVE , PHOENIX, AZ  85051-9582",33.57616,-112.12666,AZ,85051,9582,40131042052000,,,,NORTH MOUNTAIN VILLAGE,33,Coordinates,
-110.937466709536,32.2358710030927,1746,2023/02/08 00:00:00+00,iqies,MED,MED6012,SOULISTIC HOSPICE (031577),HSPC6971,2022/12/01 00:00:00+00,2023/11/30 00:00:00+00,,(520)882-4111,163,HOSPICE,HOSPICE,MED,HOSPICE,STATE ONLY,HOSPICE,,,2344 EAST SPEEDWAY BOULEVARD,TUCSON,85719,PIMA,ACTIVE,Yes,,MED6012,A,AS0,CENTRUS-TOMTOM,2344 E SPEEDWAY BLVD,,TUCSON,PIMA COUNTY,"2344 E SPEEDWAY BLVD , TUCSON, AZ  85719-4729",32.235866,-110.937456,AZ,85719,4729,40190006001028,,,,TUCSON CENTRAL,107,Coordinates,
-112.358437073961,33.4469131020049,1747,2023/02/08 00:00:00+00,iqies,MED,MED6033,"PHOENIX SPINE GOODYEAR ASC, LLC",OSC7127,2022/04/01 00:00:00+00,2023/03/31 00:00:00+00,03C0001394,(602)256-2525,15,AMBULATORY SURGICAL CENTER,OUTPATIENT SURGERY CENTER,MED,OUTPATIENT (AMBULATORY) SURGICAL CENTER,AMBULATORY SURGICAL CENTER,OUTPATIENT SURGERY CENTER,,,"140 NORTH LITCHFIELD ROAD, SUI",GOODYEAR,85338,MARICOPA,ACTIVE,Yes,,MED6033,A,AS0,CENTRUS-TOMTOM,140 N LITCHFIELD RD # SUI,,GOODYEAR,MARICOPA COUNTY,"140 N LITCHFIELD RD # SUI , GOODYEAR, AZ  85338-1277",33.446908,-112.358426,AZ,85338,1277,40130613001002,,,,GOODYEAR & LITCHFIELD PARK,63,Coordinates,
-112.099654040163,33.66791914558,1748,2023/02/08 00:00:00+00,iqies,MED,MED6118,BANNER SURGERY CENTER - DEER VALLEY,OSC9429,2022/03/01 00:00:00+00,2023/02/28 00:00:00+00,03C0001399,(480)245-4351,15,AMBULATORY SURGICAL CENTER,OUTPATIENT SURGERY CENTER,MED,OUTPATIENT (AMBULATORY) SURGICAL CENTER,AMBULATORY SURGICAL CENTER,OUTPATIENT SURGERY CENTER,,,"20045 NORTH 19TH AVENUE, BLDG ",PHOENIX,85027,MARICOPA,ACTIVE,Yes,,MED6118,A,AS0,CENTRUS-TOMTOM,20045 N 19TH AVE,,PHOENIX,MARICOPA COUNTY,"20045 N 19TH AVE , PHOENIX, AZ  85027-4252",33.667914,-112.099643,AZ,85027,4252,40136166001002,,,,DEER VALLEY VILLAGE,31,Coordinates,
-111.848539965086,33.3204841112363,1749,2023/02/08 00:00:00+00,iqies,MED,MED6140,"SHANTI HOSPICE, LLC",HSPC7204,2022/07/01 00:00:00+00,2023/06/30 00:00:00+00,031643,(480)788-7284,161,HOSPICE,HOSPICE,MED,HOSPICE,HOSPICE,HOSPICE,,,"501 WEST RAY ROAD, SUITE 6",CHANDLER,85225,MARICOPA,ACTIVE,Yes,,MED6140,A,AS0,CENTRUS-TOMTOM,501 W RAY RD STE 6,,CHANDLER,MARICOPA COUNTY,"501 W RAY RD STE 6 , CHANDLER, AZ  85225-7284",33.320479,-111.848529,AZ,85225,7284,40135230021002,,,,CHANDLER CENTRAL,77,Coordinates,
-109.620010802274,36.7100056998983,1750,2023/02/08 00:00:00+00,iqies,MED,MED6154,"TACHIINII NURSING SERVICES, INC",HHA7277,2022/08/01 00:00:00+00,2023/07/31 00:00:00+00,037463,(928)659-4141,051,HOME HEALTH AGENCY,HHA,MED,HOME HEALTH AGENCY,HOME HEALTH AGENCY (HHA),HHA,,,ONE MISSION LANE W HWY 191,ROCK POINT,86545,APACHE,ACTIVE,Yes,,MED6154,M,GEOMETRIC_CENTER,GOOGLE,PO BOX 394,ONE MISSION LANE W HWY 191,ROCK POINT,APACHE COUNTY,,36.71,-109.62,AZ,86545,394,40019427002391,Navajo Nation Reservation,2430F,Coordinates,NAVAJO NATION,8,Coordinates,
-112.258391056969,33.4798541117052,1751,2023/02/08 00:00:00+00,iqies,MED,MED6211,ARIZONA SURGICAL SPECIALISTS CENTER WEST PHOENIX,OSC7244,2022/08/01 00:00:00+00,2023/07/31 00:00:00+00,03C0001367,(623)742-1570,15,AMBULATORY SURGICAL CENTER,OUTPATIENT SURGERY CENTER,MED,OUTPATIENT (AMBULATORY) SURGICAL CENTER,AMBULATORY SURGICAL CENTER,OUTPATIENT SURGERY CENTER,,,"9250 WEST THOMAS ROAD, SUITE 2",PHOENIX,85037,MARICOPA,ACTIVE,Yes,,MED6211,A,AS0,CENTRUS-TOMTOM,9250 W THOMAS RD STE 2,,PHOENIX,MARICOPA COUNTY,"9250 W THOMAS RD STE 2 , PHOENIX, AZ  85037-3382",33.479849,-112.25838,AZ,85037,3382,40130820162030,,,,MARYVALE VILLAGE,36,Coordinates,
-112.120767038309,33.5888141337279,1752,2023/02/08 00:00:00+00,iqies,MED,MED6372,AQUARIUS HOSPICE,HSPC7353,2022/10/01 00:00:00+00,2023/09/30 00:00:00+00,031657,(602)466-3686,161,HOSPICE,HOSPICE,MED,HOSPICE,HOSPICE,HOSPICE,,,"11225 N 28TH DRIVE, SUITE A204",PHOENIX,85029,MARICOPA,ACTIVE,Yes,,MED6372,A,AS0,CENTRUS-TOMTOM,11225 N 28TH DR STE A204,,PHOENIX,MARICOPA COUNTY,"11225 N 28TH DR STE A204 , PHOENIX, AZ  85029-5631",33.588809,-112.120756,AZ,85029,5631,40131043021000,,,,NORTH MOUNTAIN VILLAGE,33,Coordinates,
